0,1,2
720 BEDOK RESERVOIR RD,DAMAI SECONDARY SCHOOL,0.3213044619494194 km
765 BEDOK RESERVOIR VIEW,BEDOK GREEN SECONDARY SCHOOL,0.2959842338135571 km
10 CHAI CHEE RD,PING YI SECONDARY SCHOOL,0.5185553823643968 km
185 BEDOK NTH RD,BEDOK VIEW SECONDARY SCHOOL,0.42816446079975196 km
111 LENGKONG TIGA,PING YI SECONDARY SCHOOL,1.0817313988737516 km
220B BEDOK CTRL,TEMASEK JUNIOR COLLEGE,0.6857873750695357 km
603 BEDOK RESERVOIR RD,PING YI SECONDARY SCHOOL,0.8889354729512525 km
21 CHAI CHEE RD,PING YI SECONDARY SCHOOL,0.34876831665568164 km
672 JLN DAMAI,MANJUSRI SECONDARY SCHOOL,0.9928774027467969 km
415 BEDOK NTH AVE 2,BEDOK GREEN SECONDARY SCHOOL,0.6679069813469644 km
763 BEDOK RESERVOIR VIEW,BEDOK GREEN SECONDARY SCHOOL,0.20573788142560148 km
805 CHAI CHEE RD,PING YI SECONDARY SCHOOL,0.43817935308645645 km
723 BEDOK RESERVOIR RD,DAMAI SECONDARY SCHOOL,0.16479816053127289 km
722 BEDOK RESERVOIR RD,DAMAI SECONDARY SCHOOL,0.10039907895320942 km
219C BEDOK CTRL,TEMASEK JUNIOR COLLEGE,0.6332693729501491 km
640 BEDOK RESERVOIR RD,MANJUSRI SECONDARY SCHOOL,0.6888774049397205 km
160 BEDOK STH AVE 3,TEMASEK SECONDARY SCHOOL,0.35125643503732495 km
94C BEDOK NTH AVE 4,ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL,0.11265353069363618 km
22 SIN MING RD,WHITLEY SECONDARY SCHOOL,0.4500986119780391 km
407 SIN MING AVE,PEIRCE SECONDARY SCHOOL,0.4670837342081166 km
105 BISHAN ST 12,GUANGYANG SECONDARY SCHOOL,0.3878690624802893 km
167 BISHAN ST 13,KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,0.26646322301814973 km
111 BISHAN ST 12,GUANGYANG SECONDARY SCHOOL,0.36184688057151954 km
181 BISHAN ST 13,KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,0.12599061507461376 km
166 BISHAN ST 13,KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,0.1894772987579697 km
109 BISHAN ST 12,GUANGYANG SECONDARY SCHOOL,0.3514418049393431 km
115 BISHAN ST 12,GUANGYANG SECONDARY SCHOOL,0.38063370197146085 km
260 BISHAN ST 22,WHITLEY SECONDARY SCHOOL,0.42318897933101396 km
275A BISHAN ST 24,WHITLEY SECONDARY SCHOOL,0.09899035012022118 km
214 BISHAN ST 23,CATHOLIC HIGH SCHOOL,0.41447683254116985 km
182 BISHAN ST 13,KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,0.09484277891449364 km
448 BRIGHT HILL DR,PEIRCE SECONDARY SCHOOL,0.8008224161041535 km
402 SIN MING AVE,PEIRCE SECONDARY SCHOOL,0.39462146884758503 km
128 BISHAN ST 12,GUANGYANG SECONDARY SCHOOL,0.09472695076647746 km
303 SHUNFU RD,RAFFLES INSTITUTION,0.732754932938481 km
231 BISHAN ST 23,CATHOLIC HIGH SCHOOL,0.20370606053707438 km
134 BISHAN ST 12,GUANGYANG SECONDARY SCHOOL,0.14295648378529274 km
342 BT BATOK ST 34,SWISS COTTAGE SECONDARY SCHOOL,0.2720869594178704 km
530 BT BATOK ST 51,HILLGROVE SECONDARY SCHOOL,0.4599788828304786 km
145 BT BATOK ST 11,BUKIT BATOK SECONDARY SCHOOL,0.38536404990611106 km
528 BT BATOK ST 51,HILLGROVE SECONDARY SCHOOL,0.5031852106317046 km
537 BT BATOK ST 52,HILLGROVE SECONDARY SCHOOL,0.3881871906759514 km
213 BT BATOK ST 21,BUKIT VIEW SECONDARY SCHOOL,0.04184459871757601 km
219 BT BATOK ST 21,BUKIT VIEW SECONDARY SCHOOL,0.26761726484525095 km
235 BT BATOK EAST AVE 5,BUKIT VIEW SECONDARY SCHOOL,0.45679003575586696 km
130 BT BATOK WEST AVE 6,BUKIT BATOK SECONDARY SCHOOL,0.6468741011140686 km
212 BT BATOK ST 21,BUKIT VIEW SECONDARY SCHOOL,0.09356307989448259 km
346 BT BATOK ST 34,SWISS COTTAGE SECONDARY SCHOOL,0.14772061989038465 km
226 BT BATOK CTRL,BUKIT VIEW SECONDARY SCHOOL,0.25253311720163113 km
247 BT BATOK EAST AVE 5,HILLGROVE SECONDARY SCHOOL,0.500920073834542 km
169 BT BATOK WEST AVE 8,BUKIT BATOK SECONDARY SCHOOL,0.1226712836043498 km
154 BT BATOK ST 11,BUKIT BATOK SECONDARY SCHOOL,0.32098673627327856 km
260 BT BATOK EAST AVE 4,HILLGROVE SECONDARY SCHOOL,0.6489083962092034 km
360 BT BATOK ST 31,SWISS COTTAGE SECONDARY SCHOOL,0.30230979090859955 km
217 BT BATOK ST 21,BUKIT VIEW SECONDARY SCHOOL,0.2271536949400643 km
178 BT BATOK WEST AVE 8,BUKIT BATOK SECONDARY SCHOOL,0.24736052406603698 km
265 BT BATOK EAST AVE 4,HILLGROVE SECONDARY SCHOOL,0.7724684914564774 km
134 BT BATOK WEST AVE 6,BUKIT BATOK SECONDARY SCHOOL,0.5736576746054813 km
301 BT BATOK ST 31,HILLGROVE SECONDARY SCHOOL,0.6850128707236808 km
289E BT BATOK ST 25,YUSOF ISHAK SECONDARY SCHOOL,0.23781510793441765 km
244 BT BATOK EAST AVE 5,HILLGROVE SECONDARY SCHOOL,0.5771896878303806 km
248 BT BATOK EAST AVE 5,HILLGROVE SECONDARY SCHOOL,0.4453527875409665 km
290D BT BATOK EAST AVE 3,YUSOF ISHAK SECONDARY SCHOOL,0.3981870870374761 km
395 BT BATOK WEST AVE 5,SWISS COTTAGE SECONDARY SCHOOL,0.32965354893682397 km
642 BT BATOK CTRL,BUKIT VIEW SECONDARY SCHOOL,0.2983862859262079 km
185 BT BATOK WEST AVE 6,BUKIT BATOK SECONDARY SCHOOL,0.4377064892344651 km
106 BT BATOK CTRL,BUKIT VIEW SECONDARY SCHOOL,0.6422542658988398 km
210 BT BATOK ST 21,BUKIT VIEW SECONDARY SCHOOL,0.325526174647429 km
386 BT BATOK WEST AVE 5,SWISS COTTAGE SECONDARY SCHOOL,0.2258777987049865 km
394 BT BATOK WEST AVE 5,SWISS COTTAGE SECONDARY SCHOOL,0.3648389789600507 km
190 BT BATOK WEST AVE 6,CREST SECONDARY SCHOOL,0.48321302200595717 km
206 BT BATOK ST 21,BUKIT VIEW SECONDARY SCHOOL,0.36958199079078247 km
211 BT BATOK ST 21,BUKIT VIEW SECONDARY SCHOOL,0.26535841510634606 km
391 BT BATOK WEST AVE 5,SWISS COTTAGE SECONDARY SCHOOL,0.32021180906883306 km
205 BT BATOK ST 21,BUKIT VIEW SECONDARY SCHOOL,0.3020339935702013 km
193 BT BATOK WEST AVE 6,BUKIT BATOK SECONDARY SCHOOL,0.4144600898652563 km
624 BT BATOK CTRL,HILLGROVE SECONDARY SCHOOL,0.4725649304465298 km
290A BT BATOK ST 24,YUSOF ISHAK SECONDARY SCHOOL,0.4878235447360871 km
141 BT BATOK ST 11,BUKIT BATOK SECONDARY SCHOOL,0.3836071258199297 km
120 BT BATOK CTRL,HILLGROVE SECONDARY SCHOOL,0.6722481629145076 km
289A BT BATOK ST 25,YUSOF ISHAK SECONDARY SCHOOL,0.18088230431316457 km
10 JLN BT HO SWEE,OUTRAM SECONDARY SCHOOL,0.5736379917039109 km
2 JLN BT HO SWEE,OUTRAM SECONDARY SCHOOL,0.6576373044987583 km
45 TELOK BLANGAH DR,CHIJ ST. THERESA'S CONVENT,1.5778183488358974 km
36 BEO CRES,GAN ENG SENG SCHOOL,0.47876254367418136 km
20 TELOK BLANGAH CRES,CHIJ ST. THERESA'S CONVENT,0.1480616529111974 km
16 TAMAN HO SWEE,OUTRAM SECONDARY SCHOOL,0.7029081729905591 km
32 TELOK BLANGAH RISE,CHIJ ST. THERESA'S CONVENT,0.3806959984051789 km
33 TELOK BLANGAH WAY,CHIJ ST. THERESA'S CONVENT,0.23274622736394363 km
142 JLN BT MERAH,CHIJ ST. THERESA'S CONVENT,0.5681383039830896 km
131 JLN BT MERAH,CHIJ ST. THERESA'S CONVENT,0.7191006560774779 km
30 JLN KLINIK,GAN ENG SENG SCHOOL,0.6251206814272163 km
63 TELOK BLANGAH HTS,BUKIT MERAH SECONDARY SCHOOL,1.3429180399999767 km
61 TELOK BLANGAH HTS,CHIJ ST. THERESA'S CONVENT,1.2251920720612053 km
116 BT MERAH VIEW,GAN ENG SENG SCHOOL,0.5399871503911402 km
44 TELOK BLANGAH DR,CHIJ ST. THERESA'S CONVENT,1.4524722075247105 km
24 BEO CRES,GAN ENG SENG SCHOOL,0.6236312803488726 km
78 INDUS RD,GAN ENG SENG SCHOOL,0.5248558946454532 km
55 TELOK BLANGAH DR,CHIJ ST. THERESA'S CONVENT,1.2349732799670219 km
130 BT MERAH VIEW,GAN ENG SENG SCHOOL,0.5959621605662713 km
122 BT MERAH LANE 1,BUKIT MERAH SECONDARY SCHOOL,1.0353280860800793 km
80C TELOK BLANGAH ST 31,BUKIT MERAH SECONDARY SCHOOL,1.6184074230740273 km
50 MOH GUAN TER,OUTRAM SECONDARY SCHOOL,0.8353485586580859 km
47 MOH GUAN TER,OUTRAM SECONDARY SCHOOL,0.7740489408112206 km
54 HAVELOCK RD,GAN ENG SENG SCHOOL,0.6958397937011483 km
101 HENDERSON CRES,GAN ENG SENG SCHOOL,0.18361253470363714 km
23 TELOK BLANGAH CRES,CHIJ ST. THERESA'S CONVENT,0.24166355091442934 km
106 HENDERSON CRES,GAN ENG SENG SCHOOL,0.08773772077235197 km
115 BT PURMEI RD,CHIJ ST. THERESA'S CONVENT,0.45194805200477806 km
108 BT PURMEI RD,CHIJ ST. THERESA'S CONVENT,0.4171750398313039 km
129 KIM TIAN RD,CHIJ ST. THERESA'S CONVENT,0.8442381348793342 km
106B DEPOT RD,BUKIT MERAH SECONDARY SCHOOL,0.7356699787042862 km
38 JLN RUMAH TINGGI,BUKIT MERAH SECONDARY SCHOOL,0.47946557585892197 km
3 DELTA AVE,GAN ENG SENG SCHOOL,0.5260861286603984 km
134 JLN BT MERAH,CHIJ ST. THERESA'S CONVENT,0.5949891464577164 km
80A TELOK BLANGAH ST 31,BUKIT MERAH SECONDARY SCHOOL,1.6325911634718617 km
27A JLN MEMBINA,CHIJ ST. THERESA'S CONVENT,0.6764224542955994 km
75A REDHILL RD,BUKIT MERAH SECONDARY SCHOOL,0.24799562051786725 km
77A REDHILL RD,BUKIT MERAH SECONDARY SCHOOL,0.4712553185052144 km
57 HAVELOCK RD,GAN ENG SENG SCHOOL,0.6080587010783027 km
48 LENGKOK BAHRU,BUKIT MERAH SECONDARY SCHOOL,0.2894139704490464 km
35 JLN RUMAH TINGGI,BUKIT MERAH SECONDARY SCHOOL,0.5374607871133683 km
46 LENGKOK BAHRU,BUKIT MERAH SECONDARY SCHOOL,0.09774853761842328 km
67 TELOK BLANGAH DR,BUKIT MERAH SECONDARY SCHOOL,1.4016235156848869 km
87 ZION RD,OUTRAM SECONDARY SCHOOL,0.7439817059126954 km
1 DELTA AVE,GAN ENG SENG SCHOOL,0.6704533851562235 km
214 PETIR RD,GREENRIDGE SECONDARY SCHOOL,0.8395252461682802 km
123 PENDING RD,GREENRIDGE SECONDARY SCHOOL,0.5845693592586246 km
249 BANGKIT RD,GREENRIDGE SECONDARY SCHOOL,0.18540230351294473 km
458 SEGAR RD,GREENRIDGE SECONDARY SCHOOL,0.6705561269932632 km
506 JELAPANG RD,ZHENGHUA SECONDARY SCHOOL,0.39539292682654337 km
621 SENJA RD,ZHENGHUA SECONDARY SCHOOL,0.3001227878708408 km
402 FAJAR RD,GREENRIDGE SECONDARY SCHOOL,0.5906637509299724 km
419 FAJAR RD,GREENRIDGE SECONDARY SCHOOL,0.41845477157360383 km
526 JELAPANG RD,ZHENGHUA SECONDARY SCHOOL,0.2868796127393993 km
623 SENJA RD,WEST SPRING SECONDARY SCHOOL,0.2765599347537086 km
128 PENDING RD,FAJAR SECONDARY SCHOOL,0.5602536096276511 km
204 PETIR RD,ASSUMPTION PATHWAY SCHOOL,0.9584753131914612 km
473 SEGAR RD,GREENRIDGE SECONDARY SCHOOL,0.6633848909630626 km
237 BT PANJANG RING RD,GREENRIDGE SECONDARY SCHOOL,0.4887557119585266 km
539 BT PANJANG RING RD,ZHENGHUA SECONDARY SCHOOL,0.582174629070526 km
516 JELAPANG RD,ZHENGHUA SECONDARY SCHOOL,0.27028675805462815 km
217 PETIR RD,GREENRIDGE SECONDARY SCHOOL,0.819550680239451 km
218 PETIR RD,GREENRIDGE SECONDARY SCHOOL,0.8688697434637301 km
517 JELAPANG RD,ZHENGHUA SECONDARY SCHOOL,0.22347267545251273 km
652 SENJA LINK,ZHENGHUA SECONDARY SCHOOL,0.11279732562781182 km
624 SENJA RD,WEST SPRING SECONDARY SCHOOL,0.2401745781144852 km
629 SENJA RD,WEST SPRING SECONDARY SCHOOL,0.10147627138740077 km
455 SEGAR RD,GREENRIDGE SECONDARY SCHOOL,0.6027596803487938 km
176 LOMPANG RD,FAJAR SECONDARY SCHOOL,0.47390638835179993 km
418 FAJAR RD,GREENRIDGE SECONDARY SCHOOL,0.5114142527789795 km
484 SEGAR RD,GREENRIDGE SECONDARY SCHOOL,0.6859468631841515 km
140 PETIR RD,FAJAR SECONDARY SCHOOL,0.46425849436944505 km
152 GANGSA RD,FAJAR SECONDARY SCHOOL,0.1256803608267573 km
537 BT PANJANG RING RD,ZHENGHUA SECONDARY SCHOOL,0.5044226619447333 km
401 FAJAR RD,GREENRIDGE SECONDARY SCHOOL,0.5128677666536954 km
242 BT PANJANG RING RD,GREENRIDGE SECONDARY SCHOOL,0.27845471344468353 km
613 BT PANJANG RING RD,WEST SPRING SECONDARY SCHOOL,0.39395201433799315 km
654 SENJA RD,ZHENGHUA SECONDARY SCHOOL,0.052935832778611594 km
536 JELAPANG RD,ZHENGHUA SECONDARY SCHOOL,0.43048247194747413 km
154 GANGSA RD,FAJAR SECONDARY SCHOOL,0.04653720373206819 km
174 LOMPANG RD,FAJAR SECONDARY SCHOOL,0.5898261690688865 km
177 LOMPANG RD,FAJAR SECONDARY SCHOOL,0.587872354086353 km
606 SENJA RD,KRANJI SECONDARY SCHOOL,0.471986943321513 km
650 SENJA LINK,ZHENGHUA SECONDARY SCHOOL,0.19603610568009097 km
228 PENDING RD,FAJAR SECONDARY SCHOOL,0.6855626297578084 km
151 PETIR RD,FAJAR SECONDARY SCHOOL,0.2713909208661202 km
4 TOH YI DR,METHODIST GIRLS' SCHOOL (SECONDARY),1.0648680887735198 km
5 FARRER RD,ST. MARGARET'S SECONDARY SCHOOL,0.4747183010576591 km
15 TOH YI DR,YUSOF ISHAK SECONDARY SCHOOL,1.3029516008280617 km
9 JLN KUKOH,OUTRAM SECONDARY SCHOOL,0.19924214918536845 km
640 ROWELL RD,"SCHOOL OF THE ARTS, SINGAPORE",1.1259279386794259 km
264 WATERLOO ST,"SCHOOL OF THE ARTS, SINGAPORE",0.42343418473330613 km
32 NEW MKT RD,OUTRAM SECONDARY SCHOOL,0.55794106719416 km
5 TG PAGAR PLAZA,OUTRAM SECONDARY SCHOOL,1.2593610213090478 km
271 QUEEN ST,"SCHOOL OF THE ARTS, SINGAPORE",0.6341643762158679 km
232 BAIN ST,"SCHOOL OF THE ARTS, SINGAPORE",0.6085701979424762 km
1C CANTONMENT RD,OUTRAM SECONDARY SCHOOL,1.073645738522584 km
1F CANTONMENT RD,OUTRAM SECONDARY SCHOOL,1.204753837415123 km
1B CANTONMENT RD,OUTRAM SECONDARY SCHOOL,1.026346053632183 km
111 TECK WHYE LANE,CHUA CHU KANG SECONDARY SCHOOL,0.555654112220834 km
114 TECK WHYE LANE,CHUA CHU KANG SECONDARY SCHOOL,0.503453693444019 km
460 CHOA CHU KANG AVE 4,BUKIT PANJANG GOVT. HIGH SCHOOL,0.6498022852842422 km
121 TECK WHYE LANE,CHUA CHU KANG SECONDARY SCHOOL,0.5459709276232795 km
404 CHOA CHU KANG AVE 3,BUKIT PANJANG GOVT. HIGH SCHOOL,0.1827238191101332 km
692B CHOA CHU KANG CRES,UNITY SECONDARY SCHOOL,0.6447288141324579 km
115 TECK WHYE LANE,CHUA CHU KANG SECONDARY SCHOOL,0.44545046551359835 km
422 CHOA CHU KANG AVE 4,BUKIT PANJANG GOVT. HIGH SCHOOL,0.18393221055628178 km
680 CHOA CHU KANG CRES,UNITY SECONDARY SCHOOL,0.47427580447414697 km
771 CHOA CHU KANG ST 54,REGENT SECONDARY SCHOOL,0.20962590163821263 km
229 CHOA CHU KANG CTRL,CHUA CHU KANG SECONDARY SCHOOL,0.6639303865643934 km
237 CHOA CHU KANG CTRL,CHUA CHU KANG SECONDARY SCHOOL,0.5544130853237363 km
157 JLN TECK WHYE,KRANJI SECONDARY SCHOOL,0.12861415166822385 km
416 CHOA CHU KANG AVE 4,BUKIT PANJANG GOVT. HIGH SCHOOL,0.34939423690518834 km
414 CHOA CHU KANG AVE 4,BUKIT PANJANG GOVT. HIGH SCHOOL,0.3211509507480721 km
239 CHOA CHU KANG CTRL,CHUA CHU KANG SECONDARY SCHOOL,0.6165666661581616 km
423 CHOA CHU KANG AVE 4,BUKIT PANJANG GOVT. HIGH SCHOOL,0.10750311458964479 km
621 CHOA CHU KANG ST 62,UNITY SECONDARY SCHOOL,0.15646475447950037 km
657 CHOA CHU KANG CRES,UNITY SECONDARY SCHOOL,0.47702014880286525 km
418 CHOA CHU KANG AVE 4,BUKIT PANJANG GOVT. HIGH SCHOOL,0.22965301759860474 km
608 CHOA CHU KANG ST 62,UNITY SECONDARY SCHOOL,0.1462517812179061 km
412 CHOA CHU KANG AVE 3,BUKIT PANJANG GOVT. HIGH SCHOOL,0.3320330838308519 km
635 CHOA CHU KANG NTH 6,UNITY SECONDARY SCHOOL,0.464395411863127 km
353 CHOA CHU KANG CTRL,BUKIT PANJANG GOVT. HIGH SCHOOL,0.44749007344157904 km
453 CHOA CHU KANG AVE 4,BUKIT PANJANG GOVT. HIGH SCHOOL,0.5351481199096008 km
689A CHOA CHU KANG DR,UNITY SECONDARY SCHOOL,0.6617817269596639 km
692A CHOA CHU KANG CRES,UNITY SECONDARY SCHOOL,0.6211203993973463 km
689B CHOA CHU KANG DR,UNITY SECONDARY SCHOOL,0.6296969981959921 km
760 CHOA CHU KANG NTH 5,REGENT SECONDARY SCHOOL,0.30908039819849586 km
544 CHOA CHU KANG ST 52,UNITY SECONDARY SCHOOL,0.6371592296131564 km
690A CHOA CHU KANG CRES,UNITY SECONDARY SCHOOL,0.7571541606769279 km
474 CHOA CHU KANG AVE 3,BUKIT PANJANG GOVT. HIGH SCHOOL,0.36113440113216316 km
248 CHOA CHU KANG AVE 2,BUKIT PANJANG GOVT. HIGH SCHOOL,0.7850416274825562 km
